,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Banda ancha fija,Dial up,Mbps (Media de bajada),Total_conexiones
549,2017,1,Santiago Del Estero,29616,3900,19,911.0,29.0,34473,2,5,34475
550,2017,1,Tierra Del Fuego,22636,6905,665,1.0,2.35,31938,619,3,32557
551,2017,1,Tucumán,147373,5223,116,14.0,45.0,152734,37,6,152771
552,2016,4,Buenos Aires,1563542,1414676,118747,21.394,24.342,3131499,11202,6,3142701
553,2016,4,Capital Federal,434835,914952,38161,2.583,10.928,1393443,8016,8,1401459
554,2016,4,Catamarca,26735,250,14,1.0,34.0,27021,13,5,27034
555,2016,4,Chaco,54974,33534,248,52.0,39.0,88833,14,7,88847
556,2016,4,Chubut,43994,955,916,13.107,4.793,62035,1730,3,63765
557,2016,4,Córdoba,337368,289344,3368,5.686,789.0,636422,133,6,636555
558,2016,4,Corrientes,54981,31497,233,1.354,31.0,88084,12,6,88096
559,2016,4,Entre Ríos,109359,64141,226,6.448,71.0,180188,57,6,180245
560,2016,4,Formosa,22400,6061,16,1.023,13.0,29513,0,6,29513
561,2016,4,Jujuy,33838,8731,22,0.0,34.0,42624,1,4,42625
562,2016,4,La Pampa,12754,47245,5054,6.253,522.0,71368,460,3,71828
563,2016,4,La Rioja,16270,0,16,2.0,28.0,16298,18,5,16316
564,2016,4,Mendoza,153320,13030,2579,27.0,1.769,169274,1451,4,170725
565,2016,4,Misiones,57983,39294,100,5.0,8.0,97390,0,7,97390
566,2016,4,Neuquén,51742,46389,1124,11.91,2.67,111723,2112,6,113835
567,2016,4,Río Negro,67057,28474,954,3.274,1.261,100020,1000,4,101020
568,2016,4,Salta,79389,26657,110,158.0,621.0,106934,1,5,106935
569,2016,4,San Juan,48670,451,772,1.121,907.0,51301,620,3,51921
570,2016,4,San Luis,11432,1120,354,26.0,375.0,12992,315,4,13307
571,2016,4,Santa Cruz,15607,2722,1055,4.823,2.257,26094,370,4,26464
572,2016,4,Santa Fe,326721,225792,3201,4.946,1.172,561470,362,6,561832
573,2016,4,Santiago Del Estero,30192,3900,19,911.0,29.0,35049,2,5,35051
574,2016,4,Tierra Del Fuego,22636,6905,665,1.0,2.35,31938,619,3,32557
575,2016,4,Tucumán,146995,4482,116,14.0,45.0,151615,37,6,151652
576,2016,3,Buenos Aires,1574216,1355770,113463,18.867,24.276,3075387,11205,6,3086592
577,2016,3,Capital Federal,447726,905105,36796,2.514,10.963,1395053,8051,7,1403104
578,2016,3,Catamarca,26689,248,14,1.0,18.0,26957,13,5,26970
579,2016,3,Chaco,56251,32730,232,2.0,15.0,89216,14,7,89230
580,2016,3,Chubut,43987,935,916,13.364,4.75,62222,1730,3,63952
581,2016,3,Córdoba,348481,285480,2540,5.695,395.0,642458,133,6,642591
582,2016,3,Corrientes,55934,30813,217,1.354,22.0,88328,12,6,88340
583,2016,3,Entre Ríos,112588,61850,206,6.441,64.0,181092,57,6,181149
584,2016,3,Formosa,21800,5905,9,0.0,2.0,27716,0,5,27716
585,2016,3,Jujuy,34250,8236,22,0.0,30.0,42537,1,4,42538
586,2016,3,La Pampa,12751,45952,4910,6.236,515.0,69903,461,3,70364
587,2016,3,La Rioja,16891,0,15,2.0,22.0,16912,18,5,16930
588,2016,3,Mendoza,153233,13030,2576,28.0,1.757,169174,1450,4,170624
589,2016,3,Misiones,59776,38130,79,5.0,7.0,97997,0,7,97997
590,2016,3,Neuquén,51752,44739,1093,12.402,2.617,110491,2112,5,112603
591,2016,3,Río Negro,67043,28496,942,3.293,1.252,100024,1002,4,101026
592,2016,3,Salta,80866,26113,90,157.0,565.0,107790,1,5,107791
593,2016,3,San Juan,48670,451,770,1.174,903.0,51348,620,3,51968
594,2016,3,San Luis,11432,1113,354,23.0,371.0,12978,315,4,13293
595,2016,3,Santa Cruz,15570,2722,817,4.978,2.17,25886,371,4,26257
596,2016,3,Santa Fe,334911,223011,3037,4.862,1.19,566625,386,6,567011
597,2016,3,Santiago Del Estero,31730,3900,19,3.0,8.0,35658,2,5,35660
598,2016,3,Tierra Del Fuego,22636,6276,665,1.0,2.347,31306,619,3,31925
599,2016,3,Tucumán,147259,3850,116,53.0,41.0,151282,37,6,151319
600,2016,2,Buenos Aires,1579448,1305949,113070,21.163,25.661,3032776,12515,5,3045291
601,2016,2,Capital Federal,450644,892209,36669,2.39,12.672,1384824,9760,7,1394584
602,2016,2,Catamarca,26262,245,14,1.0,34.0,26543,13,4,26556
603,2016,2,Chaco,56112,31825,221,52.0,41.0,88235,16,6,88251
604,2016,2,Chubut,43977,867,916,13.293,4.803,62116,1740,3,63856
605,2016,2,Córdoba,348891,277615,1709,5.61,1.089,634680,234,6,634914
606,2016,2,Corrientes,55511,29845,203,1.354,43.0,86932,24,6,86956
607,2016,2,Entre Ríos,112809,58768,169,6.434,193.0,178194,179,5,178373
608,2016,2,Formosa,22101,5658,6,1.023,14.0,28801,1,5,28802
609,2016,2,Jujuy,33758,7374,22,0.0,35.0,41187,2,4,41189
610,2016,2,La Pampa,12754,44654,4708,6.225,547.0,68403,485,3,68888
611,2016,2,La Rioja,16691,0,15,2.0,28.0,16718,18,5,16736
612,2016,2,Mendoza,153321,13030,2576,29.0,1.868,169274,1550,4,170824
613,2016,2,Misiones,59573,36145,77,5.0,15.0,95808,7,6,95815
614,2016,2,Neuquén,51742,42370,1088,12.466,2.849,108224,2291,5,110515
615,2016,2,Río Negro,67031,28100,939,3.3,1.334,99631,1073,4,100704
616,2016,2,Salta,79438,24719,85,151.0,539.0,104929,3,5,104932
617,2016,2,San Juan,48670,451,770,1.214,908.0,51392,621,3,52013
618,2016,2,San Luis,11432,1063,354,30.0,377.0,12939,317,4,13256
619,2016,2,Santa Cruz,15453,2722,396,4.996,2.586,25797,356,4,26153
620,2016,2,Santa Fe,336244,219088,2981,4.744,1.417,563867,607,5,564474
621,2016,2,Santiago Del Estero,32101,3900,19,911.0,30.0,36958,3,4,36961
622,2016,2,Tierra Del Fuego,22636,5707,665,1.0,2.35,30740,619,3,31359
623,2016,2,Tucumán,145486,2968,116,58.0,49.0,148636,41,5,148677
624,2016,1,Buenos Aires,1583560,1200859,111231,21.108,25.757,2929903,12612,5,2942515
625,2016,1,Capital Federal,454425,832126,36332,2.284,12.729,1328079,9817,6,1337896
626,2016,1,Catamarca,26096,243,15,1.0,34.0,26376,13,4,26389
627,2016,1,Chaco,56353,29994,211,52.0,41.0,86635,16,6,86651
628,2016,1,Chubut,43967,834,916,13.28,4.803,62060,1740,3,63800
629,2016,1,Córdoba,350884,252346,674,5.636,386.0,609692,234,5,609926
630,2016,1,Corrientes,55454,28491,192,1.354,45.0,85510,26,5,85536
631,2016,1,Entre Ríos,113101,54948,146,6.425,193.0,174634,179,5,174813
632,2016,1,Formosa,21852,5420,5,1.023,14.0,28313,1,5,28314
633,2016,1,Jujuy,33481,6751,22,0.0,35.0,40287,2,4,40289
634,2016,1,La Pampa,12754,41881,4536,6.209,549.0,65442,487,3,65929
635,2016,1,La Rioja,16645,0,16,2.0,28.0,16673,18,5,16691
636,2016,1,Mendoza,153299,13030,2576,34.0,1.871,169257,1553,4,170810
637,2016,1,Misiones,59538,33330,70,5.0,15.0,92951,7,6,92958
638,2016,1,Neuquén,51702,36122,1085,12.502,2.85,101969,2292,4,104261
639,2016,1,Río Negro,66894,27312,937,3.341,1.338,98745,1077,4,99822
640,2016,1,Salta,78973,22741,73,132.0,507.0,102423,3,5,102426
641,2016,1,San Juan,48670,451,770,1.195,908.0,51373,621,3,51994
642,2016,1,San Luis,11432,1042,354,27.0,377.0,12915,317,4,13232
643,2016,1,Santa Cruz,15654,2723,396,5.088,2.426,25931,356,3,26287
644,2016,1,Santa Fe,338052,204816,3014,4.686,1.428,551378,618,5,551996
645,2016,1,Santiago Del Estero,32838,3900,19,911.0,30.0,37695,3,4,37698
646,2016,1,Tierra Del Fuego,22636,4834,665,1.0,2.35,29867,619,3,30486
647,2016,1,Tucumán,144233,2165,116,74.0,49.0,146596,41,5,146637
648,2015,4,Buenos Aires,1586343,1223603,103269,20.397,25.773,2946743,12642,5,2959385
649,2015,4,Capital Federal,455427,879950,19818,2.273,12.758,1360381,9845,6,1370226
650,2015,4,Catamarca,26180,242,15,1.0,34.0,26459,13,4,26472
651,2015,4,Chaco,56818,29456,186,52.0,41.0,86537,16,6,86553
652,2015,4,Chubut,43968,811,916,13.521,4.803,62279,1740,3,64019
653,2015,4,Córdoba,353530,266062,480,5.613,385.0,625835,235,5,626070
654,2015,4,Corrientes,55681,28178,177,1.354,45.0,85409,26,5,85435
655,2015,4,Entre Ríos,113983,53411,122,6.427,194.0,173957,180,5,174137
656,2015,4,Formosa,21734,5314,4,1.023,14.0,28088,1,5,28089
657,2015,4,Jujuy,32934,6933,22,0.0,35.0,39922,2,4,39924
658,2015,4,La Pampa,12755,42705,4327,6.205,374.0,66054,312,3,66366
659,2015,4,La Rioja,16886,0,16,2.0,28.0,16914,18,5,16932
660,2015,4,Mendoza,153293,13030,2572,38.0,1.874,169251,1556,4,170807
661,2015,4,Misiones,60252,32533,48,5.0,15.0,92846,7,6,92853
662,2015,4,Neuquén,51680,38902,1048,12.934,2.852,105122,2294,4,107416
663,2015,4,Río Negro,66851,27221,915,3.407,1.328,98655,1067,4,99722
664,2015,4,Salta,78744,22446,47,129.0,554.0,101917,3,5,101920
665,2015,4,San Juan,48670,451,770,1.23,908.0,51408,621,3,52029
666,2015,4,San Luis,11432,1025,354,30.0,377.0,12901,317,4,13218
667,2015,4,Santa Cruz,15614,2723,396,5.261,2.409,26047,356,3,26403
668,2015,4,Santa Fe,339843,212911,2885,4.596,1.437,561045,627,5,561672
669,2015,4,Santiago Del Estero,33582,4365,19,1.139,30.0,39132,3,4,39135
670,2015,4,Tierra Del Fuego,22636,4301,665,1.0,2.35,29334,619,3,29953
671,2015,4,Tucumán,144188,1653,116,88.0,50.0,146053,42,5,146095
672,2015,3,Buenos Aires,1585467,1183894,113590,19.989,25.825,2916070,12695,5,2928765
673,2015,3,Capital Federal,454815,871262,30974,2.229,12.788,1362193,9875,6,1372068
674,2015,3,Catamarca,25801,242,15,1.0,34.0,26080,13,4,26093
675,2015,3,Chaco,56282,28809,186,52.0,41.0,85354,16,5,85370
676,2015,3,Chubut,43964,792,916,13.408,4.803,62143,1740,3,63883
677,2015,3,Córdoba,351692,264055,1450,5.412,389.0,622761,237,5,622998
678,2015,3,Corrientes,55792,27604,176,1.34,47.0,84931,28,5,84959
679,2015,3,Entre Ríos,113909,51945,122,6.261,197.0,172252,182,5,172434
680,2015,3,Formosa,21573,5264,2,899.0,14.0,27751,1,4,27752
681,2015,3,Jujuy,32598,6895,22,0.0,35.0,39548,2,4,39550
682,2015,3,La Pampa,12755,41886,4078,6.195,557.0,64976,495,3,65471
683,2015,3,La Rioja,16725,0,16,2.0,28.0,16753,18,4,16771
684,2015,3,Mendoza,153299,13030,2572,42.0,1.88,169261,1562,4,170823
685,2015,3,Misiones,59921,31635,46,5.0,15.0,91615,7,6,91622
686,2015,3,Neuquén,47102,36620,1045,13.051,2.798,98376,2240,4,100616
687,2015,3,Río Negro,66806,27130,917,3.415,1.346,98529,1085,4,99614
688,2015,3,Salta,78064,21688,47,129.0,645.0,100570,3,4,100573
689,2015,3,San Juan,48670,451,770,1.231,908.0,51409,621,3,52030
690,2015,3,San Luis,11432,1025,354,31.0,377.0,12902,317,4,13219
691,2015,3,Santa Cruz,15540,2718,396,5.226,2.391,25912,359,3,26271
692,2015,3,Santa Fe,337042,209673,4169,4.426,1.428,556097,641,5,556738
693,2015,3,Santiago Del Estero,33886,4365,19,1.097,30.0,39394,3,4,39397
694,2015,3,Tierra Del Fuego,22636,8085,665,1.0,2.35,33118,619,3,33737
695,2015,3,Tucumán,142925,1135,116,88.0,50.0,144272,42,5,144314
696,2015,2,Buenos Aires,1581770,1141052,115660,19.268,26.04,2871079,12711,4,2883790
697,2015,2,Capital Federal,453178,858342,19786,2.172,12.806,1336391,9893,5,1346284
698,2015,2,Catamarca,25387,242,15,1.0,34.0,25666,13,4,25679
699,2015,2,Chaco,55767,27809,179,52.0,41.0,83832,16,5,83848
700,2015,2,Chubut,43949,762,916,13.055,4.803,61745,1740,3,63485
701,2015,2,Córdoba,348130,255596,435,5.199,386.0,609510,236,5,609746
702,2015,2,Corrientes,55238,26553,157,1.321,47.0,83288,28,5,83316
703,2015,2,Entre Ríos,113378,49767,119,6.031,197.0,169309,183,5,169492
704,2015,2,Formosa,21097,5164,2,737.0,50.0,27013,37,4,27050
705,2015,2,Jujuy,32183,5482,22,0.0,35.0,37720,2,3,37722
706,2015,2,La Pampa,12756,40825,3719,6.19,562.0,63552,500,3,64052
707,2015,2,La Rioja,16463,0,16,2.0,28.0,16491,18,4,16509
708,2015,2,Mendoza,153301,13030,2572,38.0,1.882,169259,1564,4,170823
709,2015,2,Misiones,59179,29283,37,5.0,15.0,88512,7,5,88519
710,2015,2,Neuquén,47078,34183,1044,12.781,2.799,95644,2241,4,97885
711,2015,2,Río Negro,66738,26268,916,3.457,1.348,97640,1087,4,98727
712,2015,2,Salta,77214,20297,47,129.0,580.0,98264,3,4,98267
713,2015,2,San Juan,48670,451,770,1.189,908.0,51367,621,3,51988
714,2015,2,San Luis,11432,1025,354,33.0,377.0,12904,317,4,13221
715,2015,2,Santa Cruz,15343,2707,396,4.917,2.4,25384,379,3,25763
716,2015,2,Santa Fe,333117,204685,2877,4.32,1.389,545739,649,4,546388
717,2015,2,Santiago Del Estero,33873,4365,19,1.091,30.0,39375,3,4,39378
718,2015,2,Tierra Del Fuego,22636,7927,665,1.0,2.35,32960,619,3,33579
719,2015,2,Tucumán,139944,479,116,88.0,50.0,140635,42,4,140677
720,2015,1,Buenos Aires,1583135,1096836,134177,18.754,28.94,2847076,14766,4,2861842
721,2015,1,Capital Federal,454934,841743,19334,1.994,14.716,1321139,11582,5,1332721
722,2015,1,Catamarca,25033,241,16,1.0,41.0,25312,20,3,25332
723,2015,1,Chaco,54952,26161,164,27.0,56.0,81329,31,5,81360
724,2015,1,Chubut,45645,717,906,12.54,5.465,63327,1946,3,65273
725,2015,1,Córdoba,343883,247564,415,4.645,450.0,596663,294,4,596957
726,2015,1,Corrientes,54649,25372,129,1.319,62.0,81488,43,5,81531
727,2015,1,Entre Ríos,112363,47411,108,5.943,245.0,165839,231,4,166070
728,2015,1,Formosa,21022,4951,1,670.0,56.0,26657,43,3,26700
729,2015,1,Jujuy,31505,5048,22,0.0,36.0,36608,3,3,36611
730,2015,1,La Pampa,13143,39571,3215,6.164,604.0,62155,542,3,62697
731,2015,1,La Rioja,16282,0,16,2.0,33.0,16310,23,4,16333
732,2015,1,Mendoza,152433,13030,2542,29.0,2.126,168355,1805,4,170160
733,2015,1,Misiones,58262,26836,30,5.0,13.0,85139,7,5,85146
734,2015,1,Neuquén,47518,32152,1024,12.088,2.96,93373,2369,4,95742
735,2015,1,Río Negro,66274,25217,907,3.473,1.462,96145,1188,4,97333
736,2015,1,Salta,76280,19781,47,129.0,574.0,96793,18,4,96811
737,2015,1,San Juan,48441,451,755,1.165,1.007,51117,702,3,51819
738,2015,1,San Luis,11414,1025,351,30.0,412.0,12878,354,4,13232
739,2015,1,Santa Cruz,16215,2700,392,4.772,2.562,26217,424,3,26641
740,2015,1,Santa Fe,328809,199037,2845,4.239,1.507,535640,797,4,536437
741,2015,1,Santiago Del Estero,33813,4365,19,1.02,35.0,39244,8,4,39252
742,2015,1,Tierra Del Fuego,22291,7924,657,1.0,2.583,32726,730,3,33456
743,2015,1,Tucumán,137857,115,116,88.0,100.0,138184,92,4,138276
744,2014,4,Buenos Aires,1575978,1070135,120528,17.728,32.038,2801178,15229,4,2816407
745,2014,4,Capital Federal,455785,840224,17155,1.962,15.394,1318526,11994,5,1330520
746,2014,4,Catamarca,25192,241,16,0.0,44.0,25472,21,3,25493
747,2014,4,Chaco,55024,10918,31,0.0,62.0,65998,37,4,66035
748,2014,4,Chubut,48539,697,891,12.256,6.159,66557,1985,3,68542
749,2014,4,Córdoba,345157,240452,419,3.918,486.0,590113,319,4,590432
750,2014,4,Corrientes,54754,9526,40,1.315,75.0,65656,54,4,65710
751,2014,4,Entre Ríos,112291,23027,57,5.178,260.0,140567,246,4,140813
752,2014,4,Formosa,21245,4896,1,0.0,65.0,26156,51,3,26207
753,2014,4,Jujuy,31349,4583,22,37.0,11.0,35999,3,3,36002
754,2014,4,La Pampa,16043,34281,514,5.894,648.0,56813,567,3,57380
755,2014,4,La Rioja,16352,0,17,0.0,33.0,16379,23,4,16402
756,2014,4,Mendoza,151797,13030,2534,31.0,2.222,167766,1848,4,169614
757,2014,4,Misiones,58435,18613,16,150.0,15.0,77222,7,4,77229
758,2014,4,Neuquén,47721,31778,1014,11.853,3.03,92999,2397,4,95396
759,2014,4,Río Negro,66307,23703,901,3.819,1.53,95050,1210,4,96260
760,2014,4,Salta,76026,17289,48,6.0,578.0,93921,26,4,93947
761,2014,4,San Juan,48653,451,740,1.202,1.073,51390,729,3,52119
762,2014,4,San Luis,11419,926,355,24.0,423.0,12788,359,4,13147
763,2014,4,Santa Cruz,17553,448,388,4.395,2.929,25277,436,3,25713
764,2014,4,Santa Fe,335267,183009,3205,6.282,1.634,528459,938,4,529397
765,2014,4,Santiago Del Estero,34110,4231,19,920.0,37.0,39308,9,3,39317
766,2014,4,Tierra Del Fuego,21948,3664,655,1.0,2.722,28249,741,3,28990
767,2014,4,Tucumán,137093,97,116,13.0,105.0,137329,95,4,137424
768,2014,3,Buenos Aires,1562533,1110628,124474,20.049,31.881,2835537,14028,4,2849565
769,2014,3,Capital Federal,450155,833402,17886,1.995,14.387,1307195,10630,4,1317825
770,2014,3,Catamarca,24380,244,15,0.0,47.0,24665,21,3,24686
771,2014,3,Chaco,53321,10336,29,1.0,59.0,63710,36,3,63746
772,2014,3,Chubut,49219,668,882,11.853,6.515,67130,2007,3,69137
773,2014,3,Córdoba,340212,240334,444,4.064,377.0,585231,200,4,585431
774,2014,3,Corrientes,52957,9184,31,1.312,65.0,63516,33,3,63549
775,2014,3,Entre Ríos,108907,22440,48,5.203,135.0,136618,115,3,136733
776,2014,3,Formosa,21021,4836,0,0.0,80.0,25873,64,3,25937
777,2014,3,Jujuy,30128,3541,22,37.0,13.0,33739,2,3,33741
778,2014,3,La Pampa,16051,33940,538,11.219,677.0,61861,564,3,62425
779,2014,3,La Rioja,15864,0,14,1.0,37.0,15893,23,3,15916
780,2014,3,Mendoza,150120,13030,2512,40.0,2.222,166184,1740,4,167924
781,2014,3,Misiones,56933,18373,4,3.0,14.0,75327,0,4,75327
782,2014,3,Neuquén,54458,30964,1000,12.858,3.087,100099,2268,4,102367
783,2014,3,Río Negro,65264,26590,888,3.533,1.505,96629,1151,3,97780
784,2014,3,Salta,73828,18394,43,109.0,580.0,92929,25,3,92954
785,2014,3,San Juan,48272,451,731,1.199,1.126,51031,748,3,51779
786,2014,3,San Luis,11303,925,355,25.0,438.0,12683,363,4,13046
787,2014,3,Santa Cruz,17862,492,385,4.273,3.098,25664,446,3,26110
788,2014,3,Santa Fe,325577,183630,4407,6.54,733.0,520196,691,3,520887
789,2014,3,Santiago Del Estero,32820,3900,19,768.0,41.0,37539,9,3,37548
790,2014,3,Tierra Del Fuego,21840,3469,650,1.0,2.832,28037,755,3,28792
791,2014,3,Tucumán,131739,97,117,13.0,100.0,131978,88,3,132066
792,2014,2,Buenos Aires,1568881,1025490,120008,17.02,33.147,2750430,14116,4,2764546
793,2014,2,Capital Federal,447637,828411,17729,1.883,14.555,1299502,10713,4,1310215
794,2014,2,Catamarca,24380,243,17,0.0,43.0,24660,23,3,24683
795,2014,2,Chaco,53321,9870,30,0.0,58.0,63243,36,3,63279
796,2014,2,Chubut,51070,649,866,10.96,6.974,68503,2016,3,70519
797,2014,2,Córdoba,337825,234729,351,3.673,374.0,576747,205,4,576952
798,2014,2,Corrientes,52883,8680,31,1.309,55.0,62925,33,3,62958
799,2014,2,Entre Ríos,108900,21706,49,4.795,133.0,135468,115,3,135583
800,2014,2,Formosa,20894,4628,0,0.0,78.0,25535,65,3,25600
801,2014,2,Jujuy,30128,4161,23,40.0,9.0,34359,2,3,34361
802,2014,2,La Pampa,15957,32600,513,5.869,689.0,55048,580,3,55628
803,2014,2,La Rioja,15864,0,14,0.0,34.0,15889,23,3,15912
804,2014,2,Mendoza,148979,13030,2480,36.0,2.282,165046,1761,4,166807
805,2014,2,Misiones,56933,17594,4,150.0,8.0,74689,0,4,74689
806,2014,2,Neuquén,47767,29776,997,10.765,2.983,90053,2235,4,92288
807,2014,2,Río Negro,64920,24944,876,3.657,1.56,94812,1145,3,95957
808,2014,2,Salta,73841,17504,45,7.0,577.0,91949,25,3,91974
809,2014,2,San Juan,48161,451,722,1.139,1.173,50891,755,3,51646
810,2014,2,San Luis,11306,925,354,22.0,448.0,12691,364,4,13055
811,2014,2,Santa Cruz,18956,448,381,4.118,3.266,26710,459,3,27169
812,2014,2,Santa Fe,324101,178495,3085,6.041,636.0,511753,605,3,512358
813,2014,2,Santiago Del Estero,32820,4231,19,907.0,34.0,38002,9,3,38011
814,2014,2,Tierra Del Fuego,21618,3008,648,1.0,2.934,27443,766,3,28209
815,2014,2,Tucumán,131740,97,121,13.0,98.0,131981,88,3,132069
816,2014,1,Buenos Aires,1567685,1000879,120960,16.528,33.824,2725732,14144,4,2739876
817,2014,1,Capital Federal,445569,820161,17767,1.866,14.555,1289204,10714,4,1299918
818,2014,1,Catamarca,24126,46,17,0.0,43.0,24209,23,3,24232
819,2014,1,Chaco,52971,9497,30,0.0,58.0,62520,36,3,62556
820,2014,1,Chubut,51066,539,866,10.776,6.974,68205,2016,3,70221
821,2014,1,Córdoba,336841,225769,347,3.585,368.0,566705,205,3,566910
822,2014,1,Corrientes,52565,8279,31,1.306,55.0,62203,33,3,62236
823,2014,1,Entre Ríos,107883,21379,49,4.887,133.0,134216,115,3,134331
824,2014,1,Formosa,20774,4548,0,0.0,100.0,25335,87,3,25422
825,2014,1,Jujuy,29765,4030,23,0.0,9.0,33825,2,3,33827
826,2014,1,La Pampa,15826,31305,513,5.848,701.0,53601,592,3,54193
827,2014,1,La Rioja,15663,0,14,0.0,34.0,15688,23,3,15711
828,2014,1,Mendoza,148970,12076,2480,37.0,2.282,164084,1761,4,165845
829,2014,1,Misiones,56597,17191,4,150.0,8.0,73950,0,3,73950
830,2014,1,Neuquén,47790,28161,997,10.381,3.051,88077,2303,4,90380
831,2014,1,Río Negro,64886,24156,876,3.576,1.572,93909,1157,3,95066
832,2014,1,Salta,73131,17538,45,8.0,568.0,91265,25,3,91290
833,2014,1,San Juan,48161,434,722,808.0,1.173,50543,755,3,51298
834,2014,1,San Luis,11306,428,354,21.0,448.0,12193,364,4,12557
835,2014,1,Santa Cruz,18927,100,381,4.092,3.264,26304,460,3,26764
836,2014,1,Santa Fe,322662,174296,3059,5.951,644.0,506000,612,3,506612
837,2014,1,Santiago Del Estero,32567,3598,19,915.0,34.0,37124,9,3,37133
838,2014,1,Tierra Del Fuego,21618,2837,648,1.0,2.934,27272,766,3,28038
839,2014,1,Tucumán,129717,83,121,13.0,98.0,129944,88,3,130032
